"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","P/M/S","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","丙胺酸(Ala)","乳糖","亞麻油酸(18:2)","修正熱量","其他脂肪酸","十七酸(17:0)","十三酸(13:0)","十九酸(19:0)","十五酸(15:0)","十八碳四烯酸(18:4)","半乳糖","反式脂肪","天門冬胺酸(Asp)","山酸(22:0)","己酸(6:0)","廿二碳五烯酸(22:5)","廿二碳六烯酸(22:6)","廿四酸(24:0)","廿碳五烯酸(20:5)","月桂酸(12:0)","果糖","棕櫚烯酸(16:1)","棕櫚酸(16:0)","次亞麻油酸(18:3)","水分","水解胺基酸總量","油酸(18:1)","灰分","熱量","甘胺酸(Gly)","甲硫胺酸(Met)","異白胺酸(Ile)","癸酸(10:0)","白胺酸(Leu)","硬脂酸(18:0)","磷","視網醇","視網醇當量(RE)","粗脂肪","粗蛋白","精胺酸(Arg)","糖質總量","組胺酸(His)","絲胺酸(Ser)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","總碳水化合物","纈胺酸(Val)","肉豆蔻烯酸(14:1)","肉豆蔻酸(14:0)","胱胺酸(Cys)","脂肪酸M總量","脂肪酸P總量","脂肪酸S總量","脯胺酸(Pro)","膳食纖維","膽固醇","色胺酸(Trp)","芥子酸(22:1)","花生油酸(20:4)","花生酸(20:0)","苯丙胺酸(Phe)","菸鹼素","葉酸","葡萄糖","蔗糖","辛酸(8:0)","酒精含量","酥胺酸(Thr)","酪胺酸(Tyr)","酪酸(4:0)","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵","離胺酸(Lys)","飽和脂肪","鱈烯酸(20:1)","麥芽糖","麩胺酸(Glu)"
"肉類","樣品基本資料","I0322201","豬後腳","豬腳,豬蹄,長腳","Pork: feet, hind","生,豬腳,去骨,混合均勻打碎",45.1,0,0.11,0.12,0,0,0,0.08,0.01,1212,0,4620,293,306,51,0,0,12,0,0,56.78,1839,1,0,83,45,2,20,19,0,546,4369,396,66.9,20496,10272,0.7,293,1201,525,893,18,1635,2021,114,5,5,23.2,19.5,1338,0,578,789,17,0.1,0.19,0.1,0.49,0.2,0,0,0,0,0.2,0,0,0,0,922,0,266,1168,11037,5257,6792,913,0,72,199,0,93,33,825,3.14,0,0,0,1,0,887,702,0,69,7,191,0,3.9,0,13,0.6,1736,6.8,219,0,3133
"水果類","樣品基本資料","D1800101","紅寶石蓮霧","","Wax(Java) apple; Wax gambuor; Wax jumbo;Bell fruit","生鮮,粉紅色種,去蒂及籽,混合均勻打碎",9.6,0,0.17,0.18,0,0.03,10,0,0,0,0,51,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,42,0,91.1,0,201,0.2,33,0,0,0,0,0,36,8,0,2,0.3,0.3,0,7.5,0,0,16,0.04,0,0.01,0.08,7.6,0,0,0,0,0.2,0,0,0,8.1,0,0,0,0,201,51,78,0,0.7,0,0,0,0,0,0,0.03,0,3.3,0,0,0,0,0,0,2,2,83,0,0.3,0,5,0.1,0,0.1,0,0,0
"水果類","樣品基本資料","D0800201","北蕉(0天,綠皮)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生,綠皮北蕉,購買當日即去皮,混合均勻打碎",41.3,0,0.32,0.32,0,0.01,26,0.01,0,0,0,28,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,60,9,74.4,0,120,0.8,90,0,0,0,0,0,39,23,0,4,0.3,1.3,0,9.2,0,0,44,0.06,0,0.03,0.45,11.5,0,0,0,0,0.34,0,0,0,23.3,0,0,0,0,120,37,98,0,2,0,0,0,0,0,0,0.27,0,2.9,3.4,0,0,0,0,0,0,4,363,0,0.3,0,28,0.4,0,0.1,0,0,0
"水果類","樣品基本資料","D0800301","北蕉(1天)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生,綠皮北蕉,帶皮室溫存放1天,去皮,混合均勻打碎",36.7,0,0.33,0.33,0,0.01,27,0.01,0,0,0,35,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,0,75,10,75.4,0,120,0.7,87,0,0,0,0,0,49,21,0,5,0.3,1.4,0,13,0,0,46,0.06,0,0.04,0.54,6.4,0,0,0,0,0.35,0,0,0,22.2,0,0,0,0,120,45,124,0,1.7,0,0,0,0,0,0,0.35,0,4.4,4.3,0,0,0,0,0,0,4,349,0,0.2,0,29,0.4,0,0.1,0,0,0
"蔬菜類","樣品基本資料","E3600101","明日葉","鹹草,明日草,長壽草,八丈草,還陽草,珍立草,海峰人參,天賜草","","生鮮,混合均勻打碎",NA,0,0.82,0.86,0,0.03,1250,0.18,0,0,0,253,45,3,3,0,0,0,0,0,0,0,16,0,0,0,25,0,7,1.6,0,160,138,84.5,0,130,1.4,57,0,0,0,0,0,26,54,0,208,0.8,1.4,0,3.1,0,0,2083,0.37,0,0.18,0.11,39.2,0,0,0,0,1.03,0,0,0,11.9,0,0,14,0,130,391,268,0,6.1,0,0,0,0,16,0,0.95,0,1.4,0,0,0,0,0,0,4,242,583,0,0.5,0,22,1.5,0,0.3,0,0,0
"蔬菜類","樣品基本資料","E3200901","珍珠小白菜","珍珠白菜","Pak-choi","生鮮,小白菜,去蒂頭,混合均勻打碎",14.8,0,0.84,0.89,0,0.09,1032,0.1,0,0,0,4,8,5,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,2,25,11,95.6,0,15,1.2,11,0,0,0,0,0,5,47,0,172,0.1,1.5,0,0.1,0,0,1721,0.05,0,0.07,0.09,11.1,0,0,0,0,1.02,0,0,0,1.7,0,0,0,0,16,15,35,0,1.7,0,0,0,0,0,0,0.71,0,0.1,0,0,0,0,0,0,4,138,393,0,0.4,0,24,0.8,0,0,0,0,0
"蔬菜類","樣品基本資料","E7500503","糯米椒","辣椒,番椒,番仔薑,臘椒(伏見甘長辣椒)","Hot pepper; Long pepper; Pepper","生鮮,青辣椒,去蒂頭,混合均勻打碎",10.6,0,0.22,0.22,0,0.01,201,0.02,0,0,0,100,22,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0.9,0,65,13,92.3,0,82,0.5,28,0,0,0,4,0,23,31,0,33,0.3,1.2,0,2.1,0,0,334,0.08,0,0.05,0.31,250.5,0,0,0,0,0.25,0,0,0,5.6,0,0,2,0,82,113,102,0,3.2,0,0,0,0,2,0,1.11,0,1.1,0.1,0,0,0,0,0,1,13,207,0,2,0,13,0.2,0,0.1,0,0,0
"加工調理食品及其他類","樣品基本資料","R5100902","臘肉(腿肉)","","Pork: salted, cured and smoked","生,豬臘肉,混合均勻打碎(豬肉,鹽,糖,味精,食品添加物等)",0,0,0.16,0.16,0,0.01,0,0.01,0.01,1678,0,4793,377,340,22,0,0,4,0,0,41.81,2668,2,0,72,78,2,11,7,0,559,5972,259,31.9,27773,11498,7.9,377,1431,560,1252,8,2295,2984,197,37,37,27.2,26.7,2064,0,943,1136,123,0.48,1.11,0.26,0.24,1.4,0,0,0,0,0.2,0,0,0,6.4,1365,0,331,240,12272,5414,9367,1230,0,124,241,8,202,34,1239,4.78,5.2,0,0,0,0,1299,1033,0,3220,11,270,0,2.6,0,33,1.4,2498,9.4,207,0,4601
"肉類","樣品基本資料","I0406101","二節翅(土雞)","","Chicken : mid-joint and tip, wild","生,雞翅部位,去骨,含皮,混合均勻打碎",38,0,0.4,0.41,0,0,0,0.15,0,1307,0,4245,228,0,33,0,0,0,0,0,0,1584,0,0,68,105,0,76,0,0,1078,3180,219,66.8,18501,5788,0.5,228,1966,442,703,0,1293,784,88,43,43,15.9,19.8,1496,0,437,693,143,0.04,0.76,0.08,0.07,0.4,0,0,0,0,0.55,0,0,0,0,783,0,140,265,6923,4867,4137,1366,0,120,172,0,153,0,740,3.1,0,0,0,0,0,710,528,0,68,6,104,0,1.5,0,11,0.5,1340,4.1,57,0,2676
"肉類","樣品基本資料","I0310301","豬頸肉","松阪豬肉","Pork jowl meat","生,混合均勻打碎",NA,0,0.11,0.11,0,0,0,0.03,0,1050,0,1691,284,184,51,0,0,8,0,0,0,1601,13,0,21,16,0,4,22,0,760,5458,94,57.9,16871,11869,0.7,284,1124,428,755,29,1404,2516,130,8,8,23.3,17.2,1204,0.2,631,672,28,0.85,0.58,0.13,0.42,0.6,0,0,0,0,0.13,0,0,0,0.8,757,4,298,146,12843,1826,8447,798,0,66,201,7,0,48,664,6,3.4,0.2,0,4,0,758,613,0,43,3,215,0,2.3,0,14,0.5,1494,8.4,202,0,2571
"肉類","樣品基本資料","I0804101","鴕鳥沙朗肉排","","","生,鴕鳥上肉部位,冷凍產品,混合均勻打碎",NA,0,0.02,0.02,0,0,0,0,0,1456,0,153,97,4,0,0,0,2,0,0,0,2282,0,0,2,0,0,0,0,0,77,208,10,70.9,23939,267,1.3,97,1076,723,1210,0,2115,62,222,0,0,0.8,20.9,1639,0.3,668,971,0,0.22,5.03,0.32,0.6,0.3,0,0,0,0,0.02,0,0,0,6.1,1197,0,9,238,347,193,280,882,0,69,269,0,29,0,1043,5.44,13.1,0.2,0,0,0,1122,934,0,55,4,375,0,4.2,0,28,3.7,2357,0.3,2,0,3758
"肉類","樣品基本資料","I0320301","豬皮","","","生,豬臟器,混合均勻打碎",NA,0,0.45,0.45,0,0,0,0.04,0,2199,0,8593,491,712,193,0,0,40,0,0,0,1563,0,0,0,0,0,0,44,0,1160,9296,686,35.5,23048,17832,0.3,491,5399,275,400,48,939,4189,29,27,27,44,22.1,2034,0,241,801,90,0.03,0.92,0.05,0.03,0,0,0,0,0,0.48,0,0,0,0,703,0,607,79,19344,9397,14505,3211,0,70,24,0,119,88,614,0.51,18.7,0,0,0,0,526,271,0,109,8,38,0,0.3,0,3,0.3,1050,14.5,352,0,2721
