"食品分類","資料類別","整合編號","樣品名稱","俗名","樣品英文名稱","內容物描述","廢棄率","α-生育酚","α-維生素E當量(α-TE)","α-胡蘿蔔素","β-生育酚","β-胡蘿蔔素","γ-生育酚","δ-生育酚","磷","視網醇","視網醇當量(RE)","維生素A總量(IU)","維生素B1","維生素B12","維生素B2","維生素B6","維生素C","維生素D2","維生素D3","維生素D總量(IU)","維生素D總量(ug)","維生素E總量","維生素K1","維生素K2(MK-4)","維生素K2(MK-7)","菸鹼素","葉酸","鈉","鈣","鉀","銅","鋅","錳","鎂","鐵"
"水果類","樣品基本資料","D0800201","北蕉(0天,綠皮)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生,綠皮北蕉,購買當日即去皮,混合均勻打碎",41.3,0.32,0.32,0,0.01,26,0.01,0,23,0,4,44,0.06,0,0.03,0.45,11.5,0,0,0,0,0.34,0,0,0,0.27,0,0,4,363,0,0.3,0,28,0.4
"水果類","樣品基本資料","D0800301","北蕉(1天)","香蕉,芎蕉,弓蕉,甘蕉","Banana","生,綠皮北蕉,帶皮室溫存放1天,去皮,混合均勻打碎",36.7,0.33,0.33,0,0.01,27,0.01,0,21,0,5,46,0.06,0,0.04,0.54,6.4,0,0,0,0,0.35,0,0,0,0.35,0,0,4,349,0,0.2,0,29,0.4
"蔬菜類","樣品基本資料","E3600101","明日葉","鹹草,明日草,長壽草,八丈草,還陽草,珍立草,海峰人參,天賜草","","生鮮,混合均勻打碎",NA,0.82,0.86,0,0.03,1250,0.18,0,54,0,208,2083,0.37,0,0.18,0.11,39.2,0,0,0,0,1.03,0,0,0,0.95,0,4,242,583,0,0.5,0,22,1.5
"蔬菜類","樣品基本資料","E3200901","珍珠小白菜","珍珠白菜","Pak-choi","生鮮,小白菜,去蒂頭,混合均勻打碎",14.8,0.84,0.89,0,0.09,1032,0.1,0,47,0,172,1721,0.05,0,0.07,0.09,11.1,0,0,0,0,1.02,0,0,0,0.71,0,4,138,393,0,0.4,0,24,0.8
"蔬菜類","樣品基本資料","E7500503","糯米椒","辣椒,番椒,番仔薑,臘椒(伏見甘長辣椒)","Hot pepper; Long pepper; Pepper","生鮮,青辣椒,去蒂頭,混合均勻打碎",10.6,0.22,0.22,0,0.01,201,0.02,0,31,0,33,334,0.08,0,0.05,0.31,250.5,0,0,0,0,0.25,0,0,0,1.11,0,1,13,207,0,2,0,13,0.2
"加工調理食品及其他類","樣品基本資料","R5100902","臘肉(腿肉)","","Pork: salted, cured and smoked","生,豬臘肉,混合均勻打碎(豬肉,鹽,糖,味精,食品添加物等)",0,0.16,0.16,0,0.01,0,0.01,0.01,197,37,37,123,0.48,1.11,0.26,0.24,1.4,0,0,0,0,0.2,0,0,0,4.78,5.2,3220,11,270,0,2.6,0,33,1.4
"肉類","樣品基本資料","I0406101","二節翅(土雞)","","Chicken : mid-joint and tip, wild","生,雞翅部位,去骨,含皮,混合均勻打碎",38,0.4,0.41,0,0,0,0.15,0,88,43,43,143,0.04,0.76,0.08,0.07,0.4,0,0,0,0,0.55,0,0,0,3.1,0,68,6,104,0,1.5,0,11,0.5
"肉類","樣品基本資料","I0310301","豬頸肉","松阪豬肉","Pork jowl meat","生,混合均勻打碎",NA,0.11,0.11,0,0,0,0.03,0,130,8,8,28,0.85,0.58,0.13,0.42,0.6,0,0,0,0,0.13,0,0,0,6,3.4,43,3,215,0,2.3,0,14,0.5
"肉類","樣品基本資料","I0804101","鴕鳥沙朗肉排","","","生,鴕鳥上肉部位,冷凍產品,混合均勻打碎",NA,0.02,0.02,0,0,0,0,0,222,0,0,0,0.22,5.03,0.32,0.6,0.3,0,0,0,0,0.02,0,0,0,5.44,13.1,55,4,375,0,4.2,0,28,3.7
"肉類","樣品基本資料","I0320301","豬皮","","","生,豬臟器,混合均勻打碎",NA,0.45,0.45,0,0,0,0.04,0,29,27,27,90,0.03,0.92,0.05,0.03,0,0,0,0,0,0.48,0,0,0,0.51,18.7,109,8,38,0,0.3,0,3,0.3
"蔬菜類","樣品基本資料","E3300102","迷你竹筍白菜","大白菜,黃芽菜,包心白菜,卷心白菜,山東白菜,結球白菜","Chinese cabbage","生鮮,結球白菜,長卵圓形,混合均勻打碎",22.6,0.11,0.11,0,0,8,0,0,32,0,1,13,0.02,0,0.04,0.13,13.5,0,0,0,0,0.11,0,0,0,0.33,43,4,34,220,0.039,0.1,0,9,0.2
"肉類","樣品基本資料","I0102201","牛去骨肩胛小排","肥牛肉","Boneless chuck (short) rib","生,牛肩胛部位,冷凍產品,混合均勻打碎",NA,0.16,0.17,0,0,0,0.05,0,123,2,2,7,0.1,3.29,0.25,0.33,1,0,0,0,0,0.21,0,0,0,2.43,8.2,53,6,342,0,6.4,0,18,2.6
"穀物類","樣品基本資料","A0120101","大麥仁粉","小薏仁粉,洋薏仁粉,珍珠薏仁粉","","熟,烘烤過,混合均勻",NA,0.07,0.08,0,0.02,0,0.03,0,166,0,0,0,0.09,0,0.03,0.23,0,0,0,0,0,0.12,0,0,0,2.85,44.7,10,25,307,0,1.3,0,50,1.1
"水果類","樣品平均值","D15002","芭樂平均值(白肉)","番石榴,芭樂,拔仔,扒仔,朳仔,那拔仔,藍拔","Guava","生鮮,去蒂及籽,切塊混合均勻打碎",16.8,0.24,0.24,0,0.01,30,0,0,13,0,5,51,0.03,0,0.03,0.11,137.9,0,0,0,0,0.25,1.95,0,0,0.74,55.6,2,8,146,0,0.3,0,5,0.2
"水果類","樣品平均值","D41301","可可椰子汁平均值","椰子汁,越王頭汁","Coconut juice; Coco palm juice; Coconut terr juice","生鮮,綠皮種,去蒂,倒出內部汁液混合均勻分裝",71.5,0,0,0,0,0,0,0,10,0,0,0,0,0,0.01,0.01,1,0,0,0,0,0,0,0,0,0.06,5.5,10,18,214,0.034,0.1,0,8,0
"水果類","樣品平均值","D27002","甜柿平均值","柿子,柹,香柿","Persimmon","生鮮,甜柿,去皮, 去蒂, 數個混合均勻打碎",16.5,0.06,0.09,47,0.06,360,0,0,13,0,64,639,0.02,0,0.02,0.05,44.8,0,0,0,0,0.12,0,0,0,0.37,0,3,8,131,0,0.2,0,5,0.4
"魚貝類","樣品基本資料","J0404901","白緣星鱠","闊嘴格仔,鱠,過魚,石斑,紅朱鱠(臺東),粉條(澎湖)","Painted coral trout; Whitemargin lyretail grouper; White-edged lyretail; Moontail seabass; Lunar-tailed grouper; Lyretail trout; Lyretail grouper; Lyre-tail trout","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎",50.5,0.24,0.24,0,0,0,0,0,186,0,0,0,0.05,1.28,0.03,0.13,0.2,0,0,0,0,0.24,0,0,0,1.1,23.7,70,13,370,0,0.3,0,27,0.2
"蛋類","樣品基本資料","K0300101","鵪鶉蛋","鳥蛋","Quail's egg","生,鵪鶉蛋,去殼,混合均質",16.7,1.15,1.22,0,0,0,0.7,0.04,286,309,309,1032,0.14,1.91,0.69,0.13,0,0,0,0,0,1.89,0,0,0,0.04,94.4,142,51,167,0.084,2.1,0,11,3
"蛋類","樣品基本資料","K0100201","土雞蛋","","Hen's egg: wild","生,土雞蛋,去殼,混合均質",12.4,1.07,1.11,0,0,0,0.34,0,140,306,306,1021,0.05,0.56,0.51,0.08,0,0,0,0,0,1.42,0,0,0,0.15,0,140,43,126,0,0.9,0,12,1.8
"蛋類","樣品基本資料","K0120102","雞滷蛋(現煮)","","Hen's egg: stewed","熟,將水煮蛋加醬油與一次水各2L,以小火煮約2小時,撈出瀝乾均質",NA,2.07,2.13,0,0.04,0,0.43,0.02,230,68,68,226,0.05,1.04,0.47,0.19,0,0,0,0,0,2.55,0,0,0,0.22,0,1278,54,195,0,1.9,0,21,2.4
"蛋類","樣品基本資料","K0150303","蒸蛋(電鍋)","","Hen's egg custard","熟,雞蛋去殼加入等重一次水打勻,分裝於約70mL之不鏽鋼杯中,以電鍋加熱25分鐘後,取出放冷均質",NA,1.05,1.09,0,0.04,0,0.23,0.02,97,21,21,70,0.03,0.19,0.2,0.05,0,0,0,0,0,1.34,0,0,0,0.07,0,62,27,63,0,1,0,6,0.8
"蛋類","樣品基本資料","K0150302","蒸蛋(微波爐)","","Hen's egg custard","熟,雞蛋去殼加入等重一次水打勻,倒入塑膠微波盒中,蓋上保鮮膜,以強微波加熱7.5分鐘後,取出放冷均質",NA,1.29,1.34,0,0.04,0,0.25,0.02,86,24,24,79,0.03,0.25,0.27,0.06,0,0,0,0,0,1.61,0,0,0,0.06,9,65,25,62,0,0.9,0,5,1
"堅果及種子類","樣品基本資料","C0110202","蒜味甘扁桃仁","蒜味杏仁果","Garlic Almonds","熟,混合均勻打碎(杏仁,鹽,蒜粉,植物油等)",NA,17.23,17.47,0,0.27,1,1.12,0,511,0,0,2,0.06,0,1.13,0.29,0.5,0,0,0,0,18.61,0,0,0,3.29,86,203,287,583,0,3.5,0,276,3.7
"乳品類","樣品基本資料","L0224201","部份脫脂調味奶粉(果汁)","乳粉","Partly skimmed modified milk powder: fruit flavor","部份脫脂(1.5-26%)調味奶粉,混合均勻(奶粉,乳糖,果汁粉等)",NA,0.2,0.2,0,0,0,0.01,0.01,556,78,78,260,0.56,0.29,3.57,0.08,36.6,0,0,0,0,0.22,0,0,0,5.6,6,208,736,892,0,2.2,0,75,0.4
"乳品類","樣品基本資料","L0102107","全脂鮮乳(12月取樣)","牛乳,牛奶","Whole fresh milk","全脂(3.0-3.8%)鮮乳,混合均勻",NA,0.06,0.07,0,0.01,0,0.04,0.07,85,35,35,117,0.04,0.47,0.17,0.04,0.1,0,0,0,0,0.17,0,0,0,0.05,1.5,42,94,147,0,0.3,0,10,0.1
"乳品類","樣品基本資料","L0124201","中脂調味乳(多穀類)","牛乳,牛奶","Reduced fat flavored composite and recombined milk: cereal flavor","中脂(≧1.5%)調味乳,混合均勻(生乳,大麥,杏仁豆,白芝麻,燕麥,糙米等)",NA,0.1,0.17,0,0.1,9,0.15,0.08,70,24,26,95,0.03,0.31,0.13,0.04,0.6,0,0,0,0,0.43,0,0,0,0,1.8,45,52,104,0,0.3,0,9,0.1
"堅果及種子類","樣品基本資料","C2110201","甘草葵瓜子(帶殼)","","Sunflower seeds: spiced, cooked","熟,去殼(葵瓜子,甘草等)",50.5,33.67,34.59,0,1.83,0,0,0,726,0,0,0,0.92,0,0.22,1.26,1.2,0,0,0,0,35.5,0,0,0,7.08,126,637,45,536,0,7.4,0,445,8.6
"穀物類","樣品基本資料","A0100101","大麥仁","小薏仁,洋薏仁,珍珠薏仁","Barley","生,已去殼,混合均勻磨碎",0,0.4,0.47,0,0.02,0,0.6,0.01,165,0,0,0,0.17,0,0.03,0.18,0.1,0,0,0,0,1.04,0,0,0,3.33,49.6,13,26,249,0.22,1.2,0.808,54,1.8
"乳品類","樣品基本資料","L0500301","刨絲乾酪","起司,芝士(市售亦稱""乳酪"")","Cheese","熟,混合均勻打碎",NA,0.71,0.71,0,0.01,0,0,0,524,225,225,750,0.04,1.27,0.48,0.12,0,0,0,0,0,0.72,0,0,0,0.47,30,548,940,75,0,3.9,0,28,0.1
"乳品類","樣品基本資料","L0314301","中脂濃稠發酵乳(草莓)","優酪乳","Medium fat concentrated fermented milk: strawberry flavor","中脂(1.5-3.0%)濃稠發酵乳,混合均勻(生乳,砂糖,水,草莓果粒,草莓濃縮汁,果膠,香料等)",NA,0.05,0.05,0,0,0,0.01,0,80,24,24,80,0.03,0.26,0.17,0.04,0.3,0,0,0,0,0.06,0,0,0,0,11,46,78,163,0,0.3,0,9,0
"糕餅點心類","樣品基本資料","Q2102301","黃布丁","雞蛋布丁","Pudding","熟,混合均勻均質(乳品,雞蛋萃取物,植物油,糖漿等)",NA,0.09,0.09,0,0,0,0,0,69,34,34,113,0.06,0.02,0.25,0.01,0,0,0,0,0,0.09,0,0,0,1.2,0,66,57,117,0,0.3,0,8,0.1
"油脂類","樣品基本資料","M1600101","花生油","","Peanut (arachis) oil","混合均勻(純花生油)",NA,16.77,18.19,0,0.64,23,10.82,0.58,0,0,4,38,0,0,0,0,0,0,0,0,0,28.81,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M9900301","中鏈脂肪酸油","","Medium chain triglyceride oil","混合均勻(90%以上之中鏈脂肪酸)",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M2200101","油茶油","苦茶(籽)油,山茶油,天綠果油,大果種油茶油","","混合均勻(油茶籽提煉)",NA,16.76,16.88,1,0.18,1,0.28,0,9,0,0,2,0,0,0,0,0,0,0,0,0,17.23,0,0,0,0,0,1,5,2,0,0.4,0,3,0
"油脂類","樣品基本資料","M1550101","調合芝麻油","","Blending sesame oil","混合均勻",NA,6.62,11.26,0,1.07,0,40.05,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,50.94,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M0100101","牛油(未精煉)","","Tallow","混合均勻",NA,0.05,0.05,0,0,0,0.02,0,0,21,21,71,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0
"油脂類","樣品基本資料","M2500201","葵花籽油(多種維生素強化)","","Sunflower oil: multi-vitamin enriched","混合均勻(維生素強化葵花籽油)",NA,44.88,45.72,0,0.78,0,4.16,1.21,0,548,548,1825,0,0,0,0,0,0,0,0,0,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0
"堅果及種子類","樣品基本資料","C0500101","栗子(生)","","Chestnut: raw","生,去殼,混合均勻打碎",20.2,0.46,1.9,8,0.14,11,13.63,0.1,114,0,2,25,0.23,0,0.13,0.61,14.7,0,0,0,0,14.34,0,0,0,1.28,59.9,1,39,758,0,1,0,60,1.2
"飲料類","樣品基本資料","O0900401","紅茶沖泡包(檸檬)","","","沖泡包,混合均勻(蔗糖,紅茶等)",NA,0.02,0.02,0,0,0,0.02,0.02,3,0,0,0,0,0,0.03,0.22,0,0,0,0,0,0.06,0,0,0,0,20.8,6,3,175,0,0.1,0,4,0.2
"飲料類","樣品基本資料","O0901501","薑茶沖泡包","","Instant ginger tea powder","沖泡包,混合均勻磨碎(薑粉,糖等)",NA,0.2,0.22,0,0,4,0.18,0.01,11,0,1,7,0,0,0.05,0.05,0,0,0,0,0,0.39,0,0,0,0.45,6.8,14,3,177,0,0.1,0,10,0.8
"魚貝類","樣品基本資料","J0407501","烏鯧","烏昌,三角昌,昌鼠魚,黑鯧,暗鯧,黑鰭,燕尾鯧","Pompano; Pomfret; Slade; Sweep; Blue skate; Butterfish; Black batfish; Brown pomfret; Black pompano; Black pomfret; Halibut; False butterfish","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",40.6,0.09,0.09,0,0,0,0.01,0,242,9,9,30,0.23,1.96,0.18,0.18,0.6,0,6.16,246.44,6.16,0.1,0,0,0,5.3,0,114,8,608,0,0.6,0,31,0.6
"魚貝類","樣品基本資料","J0404501","日本花鱸(含皮)","七星鱸,花鱸,青鱸,鱸魚,日本真鱸","Perch; Sea bass; Japanese seaperch; Japanese sea bass; Japan sea bass","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",50.4,0.43,0.43,0,0,0,0.01,0,171,12,12,40,0.08,0.6,0.12,0.11,0,0,0,0,0,0.44,0,0,0,2.3,0,55,3,396,0,0.4,0,23,0.3
"飲料類","樣品基本資料","O0200301","薑母茶","","Ginger tea","罐裝,混合均質(薑汁,蔗糖,食鹽等)",NA,0,0,0,0,0,0,0,7,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.4,1,26,2,13,0,0.1,0,2,0.2
"穀物類","樣品基本資料","A0130101","麥茶","","","罐裝,混合均勻(大麥抽出液,砂糖等)",NA,0,0,0,0,0,0,0,6,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.08,1,18,1,9,0,0,0,1,0.1
"飲料類","樣品基本資料","O0703001","維生素強化飲料(胡蘿蔔素)","","Drink: beta-carotene enriched","瓶裝,混合均勻(含胡蘿蔔素,維生素E及C等)",NA,0.31,0.31,0,0,12208,0,0,2,0,2035,20345,0,0,0.01,0,15.7,0,0,0,0,0.31,0,0,0,0.34,1,8,1,4,0,0,0,0,0.1
"調味料及香辛料類","樣品基本資料","P0100401","五香粉","","","混合均勻(丁香,大茴,桂智,小茴,甘草等)",NA,73.04,74,63,1.35,294,2.83,0,184,0,54,543,0.04,0,0.2,0.68,0,0,0,0,0,77.22,0,0,0,2.33,71.1,98,646,1328,0,2.2,0,267,34.7
"調味料及香辛料類","樣品基本資料","P0900201","香油","","","混合均勻(白芝麻油及沙拉油調合而成)",NA,2.38,6.38,0,0.3,0,38.08,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,42.05,0,0,0,0,0,0,0,0,0,0,0,0,0
"調味料及香辛料類","樣品基本資料","P0200601","油蔥酥","","Fried shallots","混合均勻打碎(紅蔥頭,沙拉油等)",NA,6.5,7.84,1,0,0,11.51,6.32,377,0,0,1,0.28,0,0.15,0.61,0,0,0,0,0,24.33,0,0,0,2.48,65.7,30,95,702,0,3.6,0,168,10.7
"魚貝類","樣品基本資料","J0413201","杜氏刺尾鯛","眼紋倒吊,粗皮仔,倒吊(臺東)","Ornate surgeonfish; Pencilled surgeon; Pencilled surgeonfish; Palani; Penciled surgeonfish; Ornate sturgeonfish; Dussumier's surgeonfish; Eyestripe surgeonfish; Eye-stripe surgeonfish;","生,去鱗,含皮,去頭尾,去內臟及骨刺,混合均勻打碎",53.4,0.78,0.79,0,0,0,0.05,0,347,53,53,175,0.3,1.07,0.05,1.05,4.2,0,0,0,0,0.83,0,0,0,3.9,4,38,3,451,0,0.5,0,33,0.3
"豆類","樣品基本資料","H0105101","白鳳豆(台灣)","矮性刀豆,洋刀豆,立刀豆","Jack bean","生,混合均勻磨碎",NA,1.74,1.89,0,0,0,1.18,1.19,403,0,0,0,0.58,0,0.09,0.19,0,0,0,0,0,4.11,0,0,0,1.06,0,1,137,1044,0,2.1,0,146,4
"蛋類","樣品基本資料","K0122101","雞水波蛋","(不帶殼水煮蛋)","Hen's egg: poached","熟,約3L一次水滾後打入蛋,改以小火煮2~3分鐘,撈出瀝乾均質",17.7,1.91,1.96,0,0.04,0,0.35,0.03,189,178,178,593,0.08,0.56,0.4,0.14,0,0,0,0,0,2.33,0,0,0,0.03,0,92,50,109,0,1.7,0,10,3.9
"飲料類","樣品基本資料","O0702801","冬瓜茶","","White gourd drink","罐裝,混合均勻(冬瓜,糖,檸檬酸等)",NA,0,0,0,0,0,0,0,2,0,0,0,0.01,0,0.01,0.05,0,0,0,0,0,0,0,0,0,0,0,16,3,2,0,0,0,1,0.2
"飲料類","樣品基本資料","O0700601","紅茶(大麥)","","Black tea","瓶裝,混合均勻(紅茶,大麥,糖等)",NA,0,0,0,0,0,0,0,4,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2,8,1,6,0,0,0,1,0.2
"飲料類","樣品基本資料","O0701401","綠茶","","Green tea","瓶裝,混合均勻(綠茶,糖,維生素C等)",NA,0,0,0,0,0,0,0,3,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,2,9,0,3,0,0,0,1,0.1
"調味料及香辛料類","樣品基本資料","P0100101","八角","大茴,茴香","Star anise","混合均勻打碎",NA,0,0,0,0,40,0,0,112,0,7,66,0.07,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0.76,55.1,19,23,1049,0,0.6,0,104,5.1
"調味料及香辛料類","樣品基本資料","P0101301","黑胡椒粉","","Black pepper powder","混合均勻",NA,1.59,5.12,0,0.42,228,33.01,0.53,182,0,38,379,0.03,0,0.29,0.13,1.2,0,0,0,0,35.55,0,0,0,1.05,43.8,7,326,1280,0,1.1,0,165,6.9
"調味料及香辛料類","樣品基本資料","P1002301","烤肉醬","","Barbecue sauce","混合均勻(黃豆,小麥,澱粉,芝麻,醬油,辣椒醬,醋,鹽,糖,香辛料等)",NA,0.76,1.85,0,0.54,12,5.53,9.06,127,0,2,21,0.03,0,0.21,0.46,0,0,0,0,0,15.89,0,0,0,0.77,18.5,2604,21,269,0,0.6,0,44,2
"調味料及香辛料類","樣品基本資料","P1001901","黃芥茉醬","","Mustard sauce","混合均勻(芥茉粉,香料等)",NA,0.27,0.44,0,0.13,141,1.02,0.04,104,0,24,235,0.09,0,0.05,0.08,0,0,0,0,0,1.47,0,0,0,0.6,15.2,1154,55,134,0,0.7,0,51,1.6
"調味料及香辛料類","樣品基本資料","P0101701","蒜粉","","Garlic powder","混合均勻",NA,0.64,0.64,0,0,0,0,0,472,0,0,0,0.24,0,0.15,1.98,0,0,0,0,0,0.64,0,0,0,0.98,37.9,74,13,1184,0,2.3,0,163,9
"調味料及香辛料類","樣品基本資料","P0500401","低脂高湯","","","混合均勻(豬肉原汁,鹽等)",NA,0,0,0,0,0,0,0,8,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,1.4,406,1,8,0,0,0,1,0.6
"調味料及香辛料類","樣品基本資料","P0500201","高湯塊(雞肉)","","","混合均勻打碎(雞肉粉,雞油,濃縮蛋白質,鹽,糖,味素,植物油,香辛料等)",NA,3.02,3.06,0,0.07,0,0,0,158,9,9,29,1.49,0.09,0.11,0.07,0,0,0,0,0,3.1,0,0,0,1.04,42.4,16862,16,119,0,0.6,0,22,3
"調味料及香辛料類","樣品基本資料","P1002101","金桔醬","","","混合均勻(金桔,辣椒,糖,米酒等)",NA,1.4,1.42,0,0,50,0.23,0,8,0,8,83,0.05,0,0.04,0.03,9.9,0,0,0,0,1.63,0,0,0,0.14,17.2,1750,34,82,0,0.8,0,11,5.6
"調味料及香辛料類","樣品基本資料","P1004301","紅麴醬","","","混合均勻打碎(天然紅麴,精選米,蔗糖,天然海鹽等)",NA,0.11,0.13,0,0.03,0,0.04,0,62,0,0,0,0.05,0,0.2,0.05,0,0,0,0,0,0.18,0,0,0,0.63,82.5,2687,6,37,0,0.8,0,16,0.5
"調味料及香辛料類","樣品基本資料","P1000601","炸醬","","","混合均勻打碎(豆瓣醬,葵花油,大豆蛋白,味素,辣椒醬,麻油,豬油抽出物,香辛料等)",NA,20.61,32.18,0,4.87,71,87.58,12.34,189,0,12,118,0.01,0,0.19,0.09,0,0,0,0,0,125.41,0,0,0,1.01,14,3545,83,467,0,1.2,0,66,3.4
"調味料及香辛料類","樣品基本資料","P0200101","七味唐辛子","","Shichimi togarashi","混合均勻打碎(紅辣椒,黑芝麻,白芝麻,桔皮,羅勒,花椒等)",NA,15.22,23.41,0,2.77,1082,68.01,0,331,0,180,1803,0.23,0,0.9,1.91,0,0,0,0,0,86.01,0,0,0,9.13,112.3,39,361,1956,0,2.6,0,236,11.9
"加工調理食品及其他類","樣品基本資料","R2400201","白饅頭","","","熟食,混合均勻打碎",NA,0.05,0.07,0,0.03,0,0.08,0.03,58,0,0,0,0.05,0,0.02,0.03,0,0,0,0,0,0.19,0,0,0,0.5,0,182,21,66,0,1.6,0,16,0.4
"糕餅點心類","樣品基本資料","Q2100501","檸檬愛玉凍","愛玉,草子仔,草枳子,天拋藤,玉枳,枳子,天拋,風不動","Awkeotsang; Jelly-fig; Moraceae","混合均質(砂糖,檸檬汁等)",NA,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2.7,28,2,105,0,0,0,1,0
"加工調理食品及其他類","樣品基本資料","R3000301","蚵仔煎","","","熟食,不含醬料,混合均勻打碎",NA,0.65,0.67,1,0.01,22,0.12,0,91,48,52,197,0.03,1.85,0.07,0.04,0,0,0,0,0,0.78,0,0,0,2.9,19,479,31,91,0,1.9,0,8,2.9
"加工調理食品及其他類","樣品基本資料","R8100101","沖泡濃湯(海鮮)","","","鋁袋包裝,混合均勻磨碎",0,0.66,0.68,0,0.01,3,0.11,0.03,118,7,8,28,0.09,1.66,0.21,0.09,0,0,0,0,0,0.81,0,0,0,0.9,0,6118,77,237,0,0.8,0,32,1.8
"蔬菜類","樣品平均值","E53001","不結球萵苣平均值","葉萵苣,葉萵,萵仔菜,刈葉萵苣,生菜,妹(媚)仔菜,鵝仔菜(草),春不老,印度萵苣","Lettuce; (Chinese) Leaf lettuce; Gardon lettuce","生鮮,不結球萵苣,去蒂頭,數棵混合均勻打碎",6.8,0.24,0.29,35,0.05,826,0.22,0,33,0,141,1406,0.05,0,0.07,0.07,4.5,0,0,0,0,0.52,0,0,0,0.32,51,8,52,283,0.005,0.4,0,16,0.8
"蔬菜類","樣品基本資料","E7500601","長辣椒(紅皮)","辣椒,番椒,番仔薑,臘椒","Hot pepper; Long pepper; Pepper","生鮮,紅辣椒,去蒂,混合均勻打碎",6.4,5.47,5.59,100,0.07,3017,0.81,0.04,55,0,511,5111,0.14,0,0.16,1.02,154.4,0,0,0,0,6.38,0,0,0,2.08,34.4,14,16,361,0.027,0.3,0,26,3.1
"蔬菜類","樣品基本資料","E7500603","朝天椒(圓果)","辣椒,番椒,番仔薑,臘椒,指(向)天椒,赤穗生番椒,叢果番椒,海椒(雞心椒)","Hot pepper; Long pepper; Pepper","生鮮,紅辣椒,去蒂,混合均勻打碎",9.4,8.06,8.18,0,0,3623,1.2,0.01,84,0,604,6038,0.21,0,0.24,2.21,134.4,0,0,0,0,9.27,0,0,0,4.51,0,2,33,627,0,0.6,0,38,1.2
"穀物類","樣品基本資料","A0400701","玉米筍","番麥筍","Baby corn","生鮮,混合均勻打碎",NA,0.09,0.1,0,0,15,0.07,0,52,0,2,24,0.06,0,0.26,0.12,9.2,0,0,0,0,0.16,0,0,0,0.7,20,2,15,222,0.009,0.6,0,25,1.3
"魚貝類","樣品基本資料","J3100401","蝦夷海扇蛤","扇貝,立帆蛤,帆立貝","Yesso Scallop","生,混合均勻打碎",NA,0.7,0.71,0,0,0,0.02,0,190,34,34,113,0.01,9.78,0.3,0.44,0.7,0,0,0,0,0.72,0,0,0,1.48,19,283,37,209,0,2.6,0,55,2.6
"魚貝類","樣品基本資料","J0707101","旗魚肚","","Marlin stomach or Sailfish stomach or Spearfish stomach","生,混合均勻打碎",NA,0.52,0.52,0,0,0,0,0,215,5,5,16,0.03,0.92,0.1,0.06,0,0,0,0,0,0.52,0,0,0,0.51,27.4,292,36,230,0,2.5,0,52,3
"蔬菜類","樣品基本資料","E8400101","豌豆芽","豌豆嬰,荷蘭豆芽(嬰)","Pea sprout","生鮮,混合均勻打碎",NA,0.53,0.54,0,0.01,191,0.03,0,61,0,32,319,0.2,0,0.17,0.38,14.2,0,0,0,0,0.58,0,0,0,0.72,55.8,2,12,163,0.003,0.5,0,17,0.8
"蔬菜類","樣品基本資料","E5200201","藤三七","洋落葵,蔓安迪,落葵安迪,藤子三七,雲南白藥,小年藥,馬德拉藤,金錢珠,中枝蓮(習以川七誤稱)","Madeira vine","生鮮,洋落葵,混合均勻打碎",4,0.75,0.87,390,0.21,1982,0.16,0.01,36,0,363,3629,0.05,0,0.07,0.1,11,0,0,0,0,1.12,0,0,0,0.35,0,25,92,452,0,0.7,0,79,2.3
"魚貝類","樣品基本資料","J0403104","鯔(11月,雄魚)","青頭仔(幼魚),奇目仔(成魚),信魚,正烏,烏魚,正頭烏,回頭烏,大烏(澎湖)","Sea mullet; River mullet; Springer; Striped mullet; Common grey mullet; Common mullet; Black mullet; Bright mullet; Black true mullet; Bully mullet; Callifaver mullet; Flathead grey mullet; Mullet;","生,去鱗,去皮,去頭尾,去內臟及骨刺,混合均勻打碎(不含魚精囊)",62,0.66,0.66,0,0,0,0.01,0,230,6,6,20,0.01,3.46,0.12,0.37,2.4,0,0,0,0,0.67,0,0,0,6.17,11.5,63,8,446,0,0,0,35,1
